"KUNDNR";"LEISTUNG";"PREIS";"PREISMTL";"TEXT";"BERECHNEN";"GELOESCHT";"ABRECH";"ARTNR";"DATUM";"NRECHNUNG";"FREI1";"FREI2";"FREI3";"ANZAHL";"IDWDIENSTE";"KUNDENNR2";"KUNDENNAME";"KUNDENNAME2";"ANSPRECHPARTNER";"PLZ";"ORT";"STRASSE";"ANREDE";"PROJEKTTEXT"
"1065";"Gutschrift";-14,4;;"Doppelberechnung körpergewicht.net";"";"";"E";"";"22.06.2004";"";"22.06.2004";"";"";1;"3524217";"";"";"";"";"";"";"";"";""
"1014";"E-Mailkonfiguration Spamfilter";126;;"Summe Juni 2004: 168 Filter         168 Filter   | * 90 sec / Filter=     15.120 sec      | : 60 sec / min=       252 min      | : 60 min / h=       4,20 h        | * 30,00 Euro / h=     126,00 Euro ";"";"";"E";"PROC-M";"30.06.2004";"";"02.07.2004";"";"";1;"3611410";"";"";"";"";"";"";"";"";""
"1065";"Gutschrift";-14,4;;"Doppelberechnung abwehrschwäche.com";"";"";"E";"";"22.06.2004";"";"22.06.2004";"";"";1;"3534217";"";"";"";"";"";"";"";"";""
"1103";"Partnerprovision";95,3448;;"";"";"";"E";"PP-E";"23.06.2004";"";"23.06.2004";"";"";1;"3545012";"";"";"";"";"";"";"";"";""
"1014";"Arbeitsstunde Technik";30;;"Manuelle Aufsplittung übergroßes Postfachdp-media.x";"";"";"E";"STD-T";"30.06.2004";"";"02.07.2004";"";"";0,5;"3622710";"";"";"";"";"";"";"";"";""
"1171";"Partnerprovision";259,4655;;"";"";"";"E";"PP-E";"13.07.2004";"";"13.07.2004";"";"";1;"3694214";"";"";"";"";"";"";"";"";""
"1259";"Anteilige Gutschrift Mini Hosting";-3,23;;"";"";"";"E";"";"07.08.2006";"";"07.08.2006";"";"";1;"105905816";"";"";"";"";"";"";"";"";""
"1194";".ch Nameservice und Abwicklung";8;;"Domain gesundehunde.ch";"";"";"G";"DNS-CH";"12.07.2004";"13.07.2007";"";"";"";1;"3703417";"";"";"";"";"";"";"";"";""
"1034";"Arbeitsstunde Entwicklung / Programmierung";40;;"Arbeitsstunden / Programmierung:26.10.2004    4,5 Std.27.10.2004    0,5 Std.";"";"";"E";"STD-T";"04.11.2004";"";"04.11.2004";"";"";5;"5010812";"";"";"";"";"";"";"";"";""
"1384";"Anrechnung Anzahlung .eu Landrush";-504,9;;"Anzahlung RNr.: 10508";"";"";"E";"";"18.04.2006";"";"18.04.2006";"";"";1;"1004145010";"";"";"";"";"";"";"";"";""
"1103";"Partnerprovision";47,73;;"";"";"";"E";"PP-E";"13.01.2005";"";"13.01.2005";"";"";1;"605215814";"";"";"";"";"";"";"";"";""
"1369";"Mittelalterliches Lustspiel";66;;"";"";"";"E";"";"26.10.2005";"";"03.11.2005";"";"";1;"874193813";"";"";"";"";"";"";"";"";""
"1380";"Partnerprovision";90,95;;"";"";"";"E";"PP-E";"27.09.2006";"";"27.09.2006";"";"";1;"1039413211";"";"";"";"";"";"";"";"";""
"1163";"zusätzliche MySQL Datenbank";2;;"MySQL-Datenbank zu www.spacepark.tv";"";"31.03.2006";"J";"MYSQL";"01.01.2004";"01.04.2006";"";"";"";1;"544394617";"";"";"";"";"";"";"";"";""
"1252";"Partnerprovision";6,9;;"Bestellung Protz, Michael v. 03.01.05";"";"";"E";"PP-E";"03.01.2005";"";"08.02.2005";"";"";1;"63804215";"";"";"";"";"";"";"";"";""
"1248";"zusätzliche MySQL Datenbank";2;;"MySQL-Datenbank zu Webserver www.beratungsbuero-roemisch.de";"";"";"J";"MYSQL";"14.07.2004";"01.05.2007";"";"";"";1;"3714715";"";"";"";"";"";"";"";"";""
"1248";"Standard Hosting";6,23;;"Anteilige Hostingkosten vom 15.07.04 bis 31.07.04";"";"";"E";"HOS-S";"14.07.2004";"";"28.07.2004";"";"";1;"3724915";"";"";"";"";"";"";"";"";""
"1248";"zusätzliche MySQL Datenbank";1,13;;"Anteilige Datenbankkosten vom 15.07.04 bis 31.07.04";"";"";"E";"MYSQL";"14.07.2004";"";"28.07.2004";"";"";1;"3735415";"";"";"";"";"";"";"";"";""
"1235";"Partnerprovision";143,58;;"";"";"";"E";"PP-E";"27.09.2006";"";"27.09.2006";"";"";1;"1040495011";"";"";"";"";"";"";"";"";""
"1248";".de Registrierung";-10;;"Gutschrift Domainregistrierung beratungsbuero-roemisch.deDomainkosten sind in Hostingpaket enthalten";"";"";"E";"REG-DE";"14.07.2004";"";"28.07.2004";"";"";1;"3745515";"";"";"";"";"";"";"";"";""
"1250";"Swinger 2000";42,24;;"";"";"";"E";"PG-2021";"04.07.2004";"";"14.07.2004";"";"";1;"3754816";"";"";"";"";"";"";"";"";""
"1250";"Versand Inland";2,59;;"";"";"";"E";"PG-V";"04.07.2004";"";"14.07.2004";"";"";1;"3764916";"";"";"";"";"";"";"";"";""
"1250";"Nachnahmezuschlag Versand Inland";2,59;;"";"";"";"E";"PG-VN";"04.07.2004";"";"14.07.2004";"";"";1;"3774916";"";"";"";"";"";"";"";"";""
"1251";"Swinger 2000";42,2414;;"";"";"";"E";"PG-2021";"14.07.2004";"";"14.07.2004";"";"";1;"3782417";"";"";"";"";"";"";"";"";""
"1171";"Partnerprovision";374,11;;"";"";"";"E";"PP-E";"31.08.2004";"";"31.08.2004";"";"";1;"4235014";"";"";"";"";"";"";"";"";""
"1251";"Versand Inland";2,5862;;"";"";"";"E";"PG-V";"14.07.2004";"";"14.07.2004";"";"";1;"3792417";"";"";"";"";"";"";"";"";""
"1240";"Webentwicklung / Design";1800;;"Abschlagsrechnung auf Webseitenerstellunggemäß Angebotsmail vom 28.04.2004";"";"";"E";"WEB";"16.07.2004";"";"16.07.2004";"";"";1;"3804414";"";"";"";"";"";"";"";"";""
"1172";"Partnerprovision";454,32;;"";"";"";"E";"PP-E";"07.12.2004";"";"07.12.2004";"";"";1;"545431412";"";"";"";"";"";"";"";"";""
"1065";"Allgemeine Dienstleistung";30;;"Manueller Abgleich Domainlisten - IP AdressenReise-Domains und Apo-Domains";"";"";"E";"SER";"07.12.2004";"";"28.12.2004";"";"";1;"546501012";"";"";"";"";"";"";"";"";""
"1253";"PC System";690;;"PC Komplettsystem bestehend ausGEH Midi Chieftec USB beige CS-601GEH Z DM Chieftec Midi BeQuiet schwarzNetzt. 350W BE QUIET Blackline 2x FanMOTA ECS K7VTA3 6.0Pro K Arctic Copper Silent 2RAMDDR 333 256MB CL2,5 Infineon 3rdLAU 1.44MB Teac FD-235HF VE20FES 40GB Seagate 5.400 ST340015ADVD Toshiba 16x/48x M1802 bulkCPU AMD-Athlon XP 2000+ 1,66 266AGP 128MB Radeon Club3D 9200SE TV/DVISOFB Windows XP Home Ed. dt. DSPTAS Logitech Cordl. Desktop ExpressMON 17"" Belinea 103052 .25/97KHz/TCO 99DRU Epson Stylus Color C66MOD 56K externes Modem USB retail";"";"";"E";"PC";"19.07.2004";"";"19.07.2004";"";"";1;"3824016";"";"";"";"";"";"";"";"";""
"1198";"Bannerklick Erotik";73,35;;"";"";"";"E";"CLICK-E";"20.07.2004";"";"20.07.2004";"";"";1;"3835914";"";"";"";"";"";"";"";"";""
"1254";".de Registrierung";1,68;;"Sicherung .de Domain xg8.de bis 30.09.2004";"";"";"G";"REG-DE";"20.07.2004";"20.07.2005";"";"";"";1;"3843617";"";"";"";"";"";"";"";"";""
"1254";".de Registrierung";1,68;;"Sicherung .de Domain gamers-convention.de bis 30.09.04";"";"";"G";"REG-DE";"20.07.2004";"20.07.2005";"";"";"";1;"3853617";"";"";"";"";"";"";"";"";""
"1254";".de Registrierung";1,68;;"Sicherung .de Domain gamersconvention.de bis 30.09.04";"";"";"G";"REG-DE";"20.07.2004";"20.07.2005";"";"";"";1;"3863717";"";"";"";"";"";"";"";"";""
"1194";"Internettraffic über Pauschale";7;;"Gesamttraffic auf www.gesundehunde.com 38 GBIn Hosting enthaltener Traffic 25 GB";"";"";"E";"TRAF-W";"28.07.2004";"";"28.07.2004";"";"";13;"3885311";"";"";"";"";"";"";"";"";""
"1194";"zusätzlicher Festplattenspeicher 50 MB";1,7241;;"Insgesamt belegter Festplattenspeicher aufwww.gesundehunde.com 439 GBIn Hosting enthaltener Festplattenspeicher 300 MB";"";"";"E";"FEST";"28.07.2004";"";"28.07.2004";"";"";3;"3895511";"";"";"";"";"";"";"";"";""
"1183";"Partnerprovision";21,51;;"";"";"";"E";"PP-E";"28.07.2004";"";"28.07.2004";"";"";1;"3911415";"";"";"";"";"";"";"";"";""
"1234";"Partnerprovision";1626,47;;"";"";"";"E";"PP-E";"28.07.2004";"";"28.07.2004";"";"";1;"3922315";"";"";"";"";"";"";"";"";""
"1014";".ch Nameservice und Abwicklung";8;;"Domain planet-win.ch";"";"31.07.2006";"G";"dns-ch";"01.08.2004";"01.08.2006";"";"";"";1;"4023213";"";"";"";"";"";"";"";"";""
"1257";"Domainverkauf";1750;;"Verkauf der Domain erotikshop24.de gem. vertragl.Vereinbarung vom 05.08.2004";"";"";"E";"DOM-V";"05.08.2004";"";"05.08.2004";"";"";1;"4045717";"";"";"";"";"";"";"";"";""
"1014";".ch Nameservice und Abwicklung";8;;"Domain: planetwin.ch";"";"31.07.2006";"G";"dns-ch";"01.08.2004";"01.08.2006";"";"";"";1;"4034813";"";"";"";"";"";"";"";"";""
"1194";"Arbeitsstunde Technik";35;;"Installation Update vBulletinBoard nach Hackerangriff";"";"";"E";"STD-T";"09.08.2004";"";"12.08.2004";"";"";1;"4053912";"";"";"";"";"";"";"";"";""
"1257";"Domainverkauf";405,1724;;"Verkauf der Domain erotikshop24.com gem. vertragl.Vereinbarung vom 09.08.2004";"";"";"E";"DOM-V";"09.08.2004";"";"09.08.2004";"";"";1;"4063615";"";"";"";"";"";"";"";"";""
"1009";"Arbeitsstunde Technik";30;;"Serverinstallations- und Konfigurationsarbeiten:06.03.04Installation SuSE Linux 9.xEinrichtung SuSE Linux 9.x als Internetserver- Apache- Postfix- VSftpd- DNSInstallation Confixx 2.0";"";"";"E";"STD-T";"06.03.2004";"";"10.08.2004";"";"";8;"4075515";"";"";"";"";"";"";"";"";""
"1388";"Arbeitsstunde Technik";40;;"Programmierarbeiten zitate-per-mail.deArbeiten durchgeführt vom 06.09.06 bis 18.09.06";"";"";"E";"STD-T";"18.09.2006";"";"25.09.2006";"";"";21,5;"104273115";"";"";"";"";"";"";"";"";""
"1009";"Arbeitsstunde Technik";30;;"Serverinstallations- und Konfigurationsarbeiten:09.07.04Installation SuSE Linux 9.xEinrichtung SuSE Linux 9.x als Internetserver- Apache- Postfix- VSftpd- DNSInstallation Confixx 3.0";"";"";"E";"STD-T";"09.07.2004";"";"10.08.2004";"";"";6;"4085715";"";"";"";"";"";"";"";"";""
"1194";"VBulletinBoard - Update";24,45;;"";"";"";"E";"SOF-VBB-U";"26.07.2004";"";"12.08.2004";"";"";1;"4093212";"";"";"";"";"";"";"";"";""
"1194";".at Einrichtungsgebühr";18;;"Setup gesunde-hunde.at";"";"";"E";"set-at";"10.07.2004";"";"12.08.2004";"";"";1;"410213";"";"";"";"";"";"";"";"";""
"1194";".at Einrichtungsgebühr";18;;"Setup barfers.at";"";"";"E";"set-at";"10.07.2004";"";"12.08.2004";"";"";1;"411213";"";"";"";"";"";"";"";"";""
"1194";".at Einrichtungsgebühr";18;;"Setup barf.at";"";"";"E";"set-at";"10.07.2004";"";"12.08.2004";"";"";1;"412313";"";"";"";"";"";"";"";"";""
"1194";".at Einrichtungsgebühr";18;;"Setup gesundehunde.at";"";"";"E";"set-at";"10.07.2004";"";"12.08.2004";"";"";1;"413313";"";"";"";"";"";"";"";"";""
"1103";"Partnerprovision";70,0603;;"";"";"";"E";"PP-E";"16.08.2004";"";"16.08.2004";"";"";1;"416311";"";"";"";"";"";"";"";"";""
"1160";"Provisionen - Sonstige";50;;"Profisellergutschrift";"";"";"E";"PP-S";"18.08.2004";"";"18.08.2004";"";"";1;"4174916";"";"";"";"";"";"";"";"";""
"1234";"Partnerprovision";996,18;;"";"";"";"E";"PP-E";"31.08.2004";"";"31.08.2004";"";"";1;"4245914";"";"";"";"";"";"";"";"";""
"1172";"Partnerprovision";515,32;;"";"";"";"E";"PP-E";"31.08.2004";"";"31.08.2004";"";"";1;"425315";"";"";"";"";"";"";"";"";""
"1390";"Überlassung Mobilfunkanschluss 0175 5400360";103,1;;"Grundgebühr vom 15.09.06 bis 14.10.06Gesprächgebühren vom 12.08.06 bis 13.09.06";"";"";"E";"";"20.09.2006";"";"20.09.2006";"";"";1;"102875416";"";"";"";"";"";"";"";"";""
"1198";"Partnerprovision";8,97;;"";"";"";"E";"PP-E";"31.08.2004";"";"31.08.2004";"";"";1;"4273315";"";"";"";"";"";"";"";"";""
"1261";"Phantasms";52,6;;"";"";"";"E";"PG-2016-CH";"31.08.2004";"";"03.09.2004";"";"";1;"437343311";"";"";"";"";"";"";"";"";""
"1416";"dedizierte Servermaschine";15;;"Dedizierter Nameserver dns.speyernet.activeminds.netanteilig. 20.09.06 bis 30.09.06";"";"";"E";"SERV-D";"21.09.2006";"";"25.09.2006";"";"";1;"1029381514";"";"";"";"";"";"";"";"";""
"1180";"Weiterbelastung Rücklastschrift";7,5;;"";"";"";"E";"LAS";"03.09.2004";"";"03.09.2004";"";"";1;"438443712";"";"";"";"";"";"";"";"";""
"1252";"Partnerprovision";16,9;;"Bestellung vom 10.08.04 Leopold Lechner 169,00 Euro";"";"";"E";"PP-E";"07.09.2004";"";"07.09.2004";"";"";1;"439381510";"";"";"";"";"";"";"";"";""
"1252";"Partnerprovision";7,3;;"Bestellung 24.08.04 Michael Schormann 73,00 Euro";"";"";"E";"PP-E";"07.09.2004";"";"07.09.2004";"";"";1;"44040910";"";"";"";"";"";"";"";"";""
"1252";"Partnerprovision";9,8;;"Bestellung 26.08.04 Katja Brückner 98,00 Euro";"";"";"E";"PP-E";"07.09.2004";"";"07.09.2004";"";"";1;"441405810";"";"";"";"";"";"";"";"";""
"1267";"Swinger 2000";42,2414;;"Liefertermin 23.09.04";"";"";"E";"PG-2021";"13.10.2004";"";"02.11.2004";"";"";1;"4926714";"";"";"";"";"";"";"";"";""
"1031";"Webentwicklung / Design";90;;"Installation XTCommerce auf www.bebex.de";"";"";"E";"WEB";"08.09.2004";"";"28.09.2004";"";"";1;"44284515";"";"";"";"";"";"";"";"";""
"1235";"Partnerprovision";80,2;;"";"";"";"E";"PP-E";"16.10.2006";"";"16.10.2006";"";"";1;"1046384111";"";"";"";"";"";"";"";"";""
"1103";"Partnerprovision";46,37;;"";"";"";"E";"PP-E";"10.09.2004";"";"10.09.2004";"";"";1;"44438114";"";"";"";"";"";"";"";"";""
"1172";"Partnerprovision";407,7;;"";"";"";"E";"PP-E";"14.09.2004";"";"14.09.2004";"";"";1;"445162612";"";"";"";"";"";"";"";"";""
"1265";"Allgemeine Dienstleistung";301,7241;;"Ankauf der Domain theaterzelte.de auf SEDODer Domainankauf findet statt sobald der Rechnungbetrag eingegangen ist. Nach erfolgreicher Übernahme der Domain erfolgt ein Update auf die Firma Wagner Promotion GmbH als Domaininhaber.Bei Rückfragen stehen wir Ihnen gerne zur Verfügung.";"";"";"E";"SER";"15.09.2004";"";"15.09.2004";"";"";1;"446102212";"";"";"";"";"";"";"";"";""
"1181";"Stecker Fröhlich & Walter";2,8;;"";"";"";"E";"";"17.09.2004";"";"17.09.2004";"";"";1;"44734616";"";"";"";"";"";"";"";"";""
"1181";"Stecker Fröhlich & Walter";1,8;;"";"";"";"E";"";"17.09.2004";"";"17.09.2004";"";"";1;"4485616";"";"";"";"";"";"";"";"";""
"1266";"Swinger 2000";42,2414;;"";"";"";"E";"PG-2021";"22.09.2004";"";"22.09.2004";"";"";1;"451542214";"";"";"";"";"";"";"";"";""
"1252";"Gutschrift";-34;;"Gutschrift aus August 2004 wegen Doppelzahlung";"";"";"E";"";"21.09.2004";"";"15.10.2004";"";"";1;"450244613";"";"";"";"";"";"";"";"";""
"1266";"Versand Inland";2,5862;;"";"";"";"E";"PG-V";"22.09.2004";"";"22.09.2004";"";"";1;"452544814";"";"";"";"";"";"";"";"";""
"1266";"Nachnahmezuschlag Versand Inland";2,5862;;"";"";"";"E";"PG-VN";"22.09.2004";"";"22.09.2004";"";"";1;"45355214";"";"";"";"";"";"";"";"";""
"1265";"zusätzliche MySQL Datenbank";2;;"";"";"";"J";"MYSQL";"27.09.2004";"01.05.2007";"";"";"";1;"454504512";"";"";"";"";"";"";"";"";""
"1252";"Partnerprovision";6,9;;"Bestellung Nina Stier v. 18.09.04";"";"";"E";"PP-E";"18.09.2004";"";"15.10.2004";"";"";1;"485493611";"";"";"";"";"";"";"";"";""
"1252";"Partnerprovision";18,6;;"Bestellung Pufahl, Jörg v. 03.01.05";"";"";"E";"PP-E";"03.01.2005";"";"08.02.2005";"";"";1;"63912115";"";"";"";"";"";"";"";"";""
"1014";"Recherche E-Mailproblem";5;;"Suche nach E-Mail von chris.14@chello.at";"";"";"E";"RECH-M";"02.11.2005";"";"02.12.2005";"";"";1;"875372315";"";"";"";"";"";"";"";"";""
"1103";"Partnerprovision";304,48;;"";"";"";"E";"PP-E";"09.01.2006";"";"09.01.2006";"";"";1;"934434415";"";"";"";"";"";"";"";"";""
"1194";"Internettraffic über Pauschale";0,55;;"Traffic über Monatskontingent24.11.2005 bis 24.12.2205";"";"";"E";"TRAF-W";"27.04.2006";"";"27.04.2006";"";"";9,41;"1019123315";"";"";"";"";"";"";"";"";""
"1065";".de Registrierung";-6,4;;"Gutschrift marathon-deutsche-weinstrasse.de";"";"";"E";"REG-DE";"18.07.2006";"";"07.08.2006";"";"";1;"104752915";"";"";"";"";"";"";"";"";""
"1031";"Einmalige Kundengutschrift";15;;"";"";"";"E";"";"13.11.2006";"";"13.11.2006";"";"";-1;"107145416";"";"";"";"";"";"";"";"";""
"1249";"Arbeitsstunde Technik";40;;"Erweiterung ip-adress.com um WebserverabfrageAufbereiten und Einbinden der Maxmind-Datenbanken";"";"";"E";"STD-T";"21.02.2007";"";"22.02.2007";"";"";9;"1117463610";"";"";"";"";"";"";"";"";""
"1031";"zusätzliche MySQL Datenbank";0;;"MySQL Datenbank usr_web18_1bebex.de";"";"";"J";"MYSQL";"23.08.2004";"01.05.2007";"";"";"";1;"455452714";"";"";"";"";"";"";"";"";""
"1249";"";;;"";"";"";"E";"";"08.11.2006";"08.11.2006";"";"";"";1;"1065224816";"";"";"";"";"";"";"";"";""
"1264";".de Registrierung - Gutschrift";-10;;"Gutschrift Registierungsgebühr brautmode-silvia.de wegen NachbuchungWebhosting";"";"";"E";"REG-DE";"27.09.2004";"";"27.09.2004";"";"";1;"45635815";"";"";"";"";"";"";"";"";""
"1264";"Standard Hosting";3,66;;"Hosting www.brautmode-silvia.deanteilig 21.09.04 - 30.09.04";"";"";"E";"HOS-S";"21.09.2004";"";"27.09.2004";"";"";1;"4577215";"";"";"";"";"";"";"";"";""
"1014";"Recherche E-Mailproblem";5;;"Recherche E-Maileingang vondkurmaev@yandex.ru";"";"";"E";"RECH-M";"25.11.2004";"";"01.12.2004";"";"";1;"528274011";"";"";"";"";"";"";"";"";""
"1171";"Partnerprovision";226,03;;"";"";"";"E";"PP-E";"27.05.2005";"";"27.05.2005";"";"";1;"77795413";"";"";"";"";"";"";"";"";""
"1006";"Standard Hosting";9,7;;"Hosting www.procoating.deApril 2005; gek. ab 01.05.05";"";"";"E";"HOS-S";"01.04.2005";"";"01.07.2005";"";"";1;"794565214";"";"";"";"";"";"";"";"";""
"1252";"Partnerprovision";14,7;;"Bestellung Marcella Strauß v. 22.09.04";"";"";"E";"PP-E";"22.09.2004";"";"15.10.2004";"";"";1;"48650411";"";"";"";"";"";"";"";"";""
"1267";"Versand Inland";2,5862;;"";"";"";"E";"PG-V";"13.10.2004";"";"02.11.2004";"";"";1;"49365514";"";"";"";"";"";"";"";"";""
"1268";"Versand Inland";2,5862;;"";"";"";"E";"PG-V";"07.10.2004";"";"07.10.2004";"";"";1;"472353110";"";"";"";"";"";"";"";"";""
"1267";"Nachnahmezuschlag Versand Inland";2,5862;;"";"";"";"E";"PG-VN";"07.10.2004";"";"07.10.2004";"";"";1;"47020569";"";"";"";"";"";"";"";"";""
"1269";"Swinger 2000";42,2414;;"Liefertermin 11.09.2004";"";"";"E";"PG-2021";"07.10.2004";"";"07.10.2004";"";"";1;"473505310";"";"";"";"";"";"";"";"";""
"1269";"Versand Inland";2,5862;;"";"";"";"E";"PG-V";"07.10.2004";"";"07.10.2004";"";"";1;"474511710";"";"";"";"";"";"";"";"";""
"1269";"Nachnahmezuschlag Versand Inland";2,5862;;"";"";"";"E";"PG-VN";"07.10.2004";"";"07.10.2004";"";"";1;"475512610";"";"";"";"";"";"";"";"";""
"1034";"Hardware";350;;"19"" Zoll Serversystem, gebraucht";"";"";"E";"HW";"28.12.2004";"";"28.12.2004";"";"";1;"570364413";"";"";"";"";"";"";"";"";""
"1034";"Arbeitsstunde Entwicklung / Programmierung";40;;"Arbeitsstunden27.09.2004    10,50 Std.28.09.2004      8,00 Std.29.09.2004      7,50 Std.30.09.2004      7,50 Std.01.10.2004      9,75 Std.05.10.2004      9,00 Std.06.10.2004      9,75 Std.";"";"";"E";"STD-T";"11.10.2004";"";"11.10.2004";"";"";62;"477255515";"";"";"";"";"";"";"";"";""
"1034";"Fahrtkosten";75;;"Fahrten am27.09.200429.09.200430.09.2004";"";"";"E";"FAHR";"11.10.2004";"";"11.10.2004";"";"";3;"478294215";"";"";"";"";"";"";"";"";""
"1252";"Partnerprovision";9,8;;"Bestellung Sylvia Müller v. 24.09.04";"";"";"E";"PP-E";"24.09.2004";"";"15.10.2004";"";"";1;"487503411";"";"";"";"";"";"";"";"";""
"1252";"Partnerprovision";9,8;;"Bestellung Birgit Meinl v. 26.09.04";"";"";"E";"PP-E";"26.09.2004";"";"15.10.2004";"";"";1;"488513011";"";"";"";"";"";"";"";"";""
"1252";"Partnerprovision";3,9;;"Bestellung Harald Behrend v. 30.09.04";"";"";"E";"PP-E";"30.09.2004";"";"15.10.2004";"";"";1;"48952411";"";"";"";"";"";"";"";"";""
"1103";"Partnerprovision";30,76;;"Abrechnung GRE0003197";"";"";"E";"PP-E";"11.10.2004";"";"11.10.2004";"";"";1;"479462415";"";"";"";"";"";"";"";"";""
"1006";"Gutschrift wegen Störung 29.06.05";-2,91;;"Wegen einer Störung der Erreichbarkeit der Web- undE-Mailserver am 29.06.05 schreiben wir aus Kulanzgründenohne Anerkennung einer Rechtspflicht für jede betroffeneHostingpauschale einen Betrag von 2,91 Euro gut.Dies entspricht 30 % des Monatsbetrags je Hostingpauschale.";"";"";"E";"";"30.06.2005";"";"01.07.2005";"";"";12;"79558514";"";"";"";"";"";"";"";"";""
"1218";"Webentwicklung / Design";5800;;"Erstellung Webpräsenz www.worldwideestate.netgem. Angebot vom 16.03.2004Ihre Angebotsannahme vom 29.04.2004";"";"";"E";"WEB";"26.11.2004";"";"26.11.2004";"";"";1;"529242612";"";"";"";"";"";"";"";"";""
"1317";"Nachnahmezuschlag Versand Inland";2,5862;;"";"";"";"E";"PG-VN";"19.01.2005";"";"23.02.2005";"";"";1;"668503015";"";"";"";"";"";"";"";"";""
"1065";"Fallback MX";20;;"Fallback MX Pauschale";"";"16.02.2005";"J";"MX-2";"13.10.2004";"14.02.2005";"";"";"";1;"480253211";"";"";"";"";"";"";"";"";""
"1014";"Recherche E-Mailproblem";5;;"Recherchen nach E-Mail vondaniel@d-pcs.de";"";"";"E";"RECH-M";"12.10.2004";"";"02.11.2004";"";"";1;"481133112";"";"";"";"";"";"";"";"";""
"1210";"Standard Hosting";6,66;;"Standard Hosting www.sonne-magazin.deanteilig 13.10.04 - 31.10.04";"";"";"E";"HOS-S";"13.10.2004";"";"05.11.2004";"";"";1;"482215012";"";"";"";"";"";"";"";"";""
"1270";"Swinger 2000";42,2414;;"";"";"";"E";"PG-2021";"28.10.2004";"";"02.11.2004";"";"";1;"49573516";"";"";"";"";"";"";"";"";""
"1267";"Nachnahmezuschlag Versand Inland";2,5862;;"";"";"";"E";"PG-VN";"13.10.2004";"";"02.11.2004";"";"";1;"49472914";"";"";"";"";"";"";"";"";""
"1270";"Nachnahmezuschlag Versand Inland";2,5862;;"";"";"";"E";"PG-VN";"28.10.2004";"";"02.11.2004";"";"";1;"49674916";"";"";"";"";"";"";"";"";""
"1270";"Versand Inland";2,5862;;"";"";"";"E";"PG-V";"28.10.2004";"";"02.11.2004";"";"";1;"4978016";"";"";"";"";"";"";"";"";""
"1171";"Partnerprovision";167,2241;;"";"";"";"E";"PP-E";"18.10.2004";"";"03.11.2004";"";"";1;"49843114";"";"";"";"";"";"";"";"";""
"1172";"Partnerprovision";393,4;;"";"";"";"E";"PP-E";"19.10.2004";"";"03.11.2004";"";"";1;"499503714";"";"";"";"";"";"";"";"";""
"1234";"Partnerprovision";706,36;;"EP307917";"";"";"E";"PP-E";"22.10.2004";"";"03.11.2004";"";"";1;"50056914";"";"";"";"";"";"";"";"";""
"1265";"Webentwicklung / Design";2800;;"Erstellung Webseite www.theaterzelte.degemäß Ihrer Auftragsbestätigung v. 08.09.04";"";"";"E";"WEB";"04.11.2004";"";"04.11.2004";"";"";1;"50241415";"";"";"";"";"";"";"";"";""
"1039";"Webentwicklung / Design";40;;"Änderungsarbeiten an Homepagewww.gbf-saar.de gem. Absprache";"";"";"E";"WEB";"04.11.2004";"";"04.11.2004";"";"";1;"503515315";"";"";"";"";"";"";"";"";""
"1022";"Allgemeine Dienstleistung";53;;"Ankauf Template von www.templatemonster.comfür www.benjaminboyce.de";"";"";"E";"SER";"04.11.2004";"";"04.11.2004";"";"";1;"504483716";"";"";"";"";"";"";"";"";""
"1273";"Swinger 2000";42,2414;;"Liefertermin 14.10.04";"";"";"E";"PG-2021";"13.10.2004";"";"09.11.2004";"";"";1;"506182613";"";"";"";"";"";"";"";"";""
"1273";"Nachnahmezuschlag Versand Inland";2,5862;;"";"";"";"E";"PG-VN";"13.10.2004";"";"09.11.2004";"";"";1;"507192313";"";"";"";"";"";"";"";"";""
"1273";"Versand Inland";2,5862;;"";"";"";"E";"PG-V";"13.10.2004";"";"09.11.2004";"";"";1;"508193313";"";"";"";"";"";"";"";"";""
"1275";"Webentwicklung / Design";450;;"Webdesign / HomepageerstellungDesign und Leistungen gem. Absprache";"";"";"E";"WEB";"11.11.2004";"";"11.11.2004";"";"";1;"510471417";"";"";"";"";"";"";"";"";""
"1252";"Partnerprovision";17,4;;"Bestellung D.A.S. Versicherung v. 03.10.2004";"";"";"E";"PP-E";"03.10.2004";"";"16.11.2004";"";"";1;"511495213";"";"";"";"";"";"";"";"";""
"1252";"Partnerprovision";6,9;;"Bestellung Gottfried Schilling v. 18.10.04";"";"";"E";"PP-E";"18.10.2004";"";"16.11.2004";"";"";1;"51251113";"";"";"";"";"";"";"";"";""
"1252";"Partnerprovision";13,9;;"Bestellung Stefanie Schirp v. 19.10.04";"";"";"E";"PP-E";"19.10.2004";"";"16.11.2004";"";"";1;"513514413";"";"";"";"";"";"";"";"";""
"1252";"Partnerprovision";22,2;;"Bestellung Gunther Kronseder v. 31.10.04";"";"";"E";"PP-E";"31.10.2004";"";"16.11.2004";"";"";1;"514523513";"";"";"";"";"";"";"";"";""
"1277";"Swinger 2000";42,2414;;"";"";"";"E";"PG-2021";"08.11.2004";"";"16.11.2004";"";"";1;"515231416";"";"";"";"";"";"";"";"";""
"1277";"Dreh' die Buddel";42,24;;"";"";"";"E";"PG-2022";"08.11.2004";"";"16.11.2004";"";"";1;"516234416";"";"";"";"";"";"";"";"";""
